contractAddress,ABI,ContractName,CompilerVersion,OptimizationUsed,Runs,ConstructorArguments,EVMVersion,Library,LicenseType,Proxy,Implementation,SwarmSource
0x460dc8b70a189bee176d22d3f0272d171bd4c5ed,"[{""constant"":true,""inputs"":[],""name"":""name"",""outputs"":[{""name"":"""",""type"":""string""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_spender"",""type"":""address""},{""name"":""_value"",""type"":""uint256""}],""name"":""approve"",""outputs"":[{""name"":""success"",""type"":""bool""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""totalSupply"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_from"",""type"":""address""},{""name"":""_to"",""type"":""address""},{""name"":""_value"",""type"":""uint256""}],""name"":""transferFrom"",""outputs"":[{""name"":""success"",""type"":""bool""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""holder"",""type"":""address""},{""name"":""_value"",""type"":""uint256""}],""name"":""lock"",""outputs"":[{""name"":""success"",""type"":""bool""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""decimals"",""outputs"":[{""name"":"""",""type"":""uint8""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""currentInterval"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""standard"",""outputs"":[{""name"":"""",""type"":""string""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":"""",""type"":""address""}],""name"":""balanceOf"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""startTime"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""owner"",""outputs"":[{""name"":"""",""type"":""address""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[],""name"":""getInterval"",""outputs"":[{""name"":""interval"",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""symbol"",""outputs"":[{""name"":"""",""type"":""string""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_to"",""type"":""address""},{""name"":""_value"",""type"":""uint256""}],""name"":""transfer"",""outputs"":[{""name"":""success"",""type"":""bool""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":"""",""type"":""address""},{""name"":"""",""type"":""uint256""}],""name"":""locked"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_spender"",""type"":""address""},{""name"":""_value"",""type"":""uint256""},{""name"":""_extraData"",""type"":""bytes""}],""name"":""approveAndCall"",""outputs"":[{""name"":""success"",""type"":""bool""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":"""",""type"":""address""},{""name"":"""",""type"":""address""}],""name"":""allowance"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""intervalLength"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""inputs"":[],""payable"":false,""type"":""constructor""},{""anonymous"":false,""inputs"":[{""indexed"":true,""name"":""from"",""type"":""address""},{""indexed"":true,""name"":""to"",""type"":""address""},{""indexed"":false,""name"":""value"",""type"":""uint256""}],""name"":""Transfer"",""type"":""event""},{""anonymous"":false,""inputs"":[{""indexed"":true,""name"":""owner"",""type"":""address""},{""indexed"":true,""name"":""spender"",""type"":""address""},{""indexed"":false,""name"":""value"",""type"":""uint256""}],""name"":""Approval"",""type"":""event""},{""anonymous"":false,""inputs"":[{""indexed"":true,""name"":""owner"",""type"":""address""},{""indexed"":false,""name"":""interval"",""type"":""uint256""},{""indexed"":false,""name"":""value"",""type"":""uint256""}],""name"":""Lock"",""type"":""event""}]",EdgelessToken,v0.4.6+commit.2dabbdf0,1,200,,Default,,,0,,
0x472d4827266f0e83d12feb52f785c7e22ab5f0b6,"[{""constant"":false,""inputs"":[{""name"":""storePrice"",""type"":""uint256""},{""name"":""key"",""type"":""bytes32""},{""name"":""title"",""type"":""string""},{""name"":""category"",""type"":""string""},{""name"":""extension"",""type"":""string""},{""name"":""created"",""type"":""string""},{""name"":""updated"",""type"":""string""},{""name"":""version"",""type"":""uint256""},{""name"":""data"",""type"":""bytes""}],""name"":""StoreFile"",""outputs"":[{""name"":""success"",""type"":""bool""}],""payable"":true,""type"":""function""},{""constant"":true,""inputs"":[{""name"":"""",""type"":""bytes32""},{""name"":"""",""type"":""uint256""}],""name"":""files"",""outputs"":[{""name"":""title"",""type"":""string""},{""name"":""category"",""type"":""string""},{""name"":""extension"",""type"":""string""},{""name"":""created"",""type"":""string""},{""name"":""updated"",""type"":""string""},{""name"":""version"",""type"":""uint256""},{""name"":""data"",""type"":""bytes""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":""key"",""type"":""bytes32""}],""name"":""GetFileLocation"",""outputs"":[{""name"":""Loc"",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[],""name"":""Kill"",""outputs"":[],""payable"":false,""type"":""function""},{""inputs"":[],""payable"":false,""type"":""constructor""},{""payable"":false,""type"":""fallback""}]",FileStorage,v0.4.6+commit.2dabbdf0,0,200,,Default,,,0,,
0x493f121b6f769fc8dbfb47ab834b13561d835009,"[{""constant"":true,""inputs"":[],""name"":""withdrawDelay"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""target"",""type"":""address""}],""name"":""recover"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""amount"",""type"":""uint256""}],""name"":""unvault"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[],""name"":""withdraw"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""withdrawTime"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""withdrawAmount"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""owner"",""outputs"":[{""name"":"""",""type"":""address""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""duration"",""type"":""uint256""}],""name"":""lock"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""recovery"",""outputs"":[{""name"":"""",""type"":""address""}],""payable"":false,""type"":""function""},{""inputs"":[{""name"":""_recovery"",""type"":""address""},{""name"":""_withdrawDelay"",""type"":""uint256""}],""type"":""constructor""},{""payable"":true,""type"":""fallback""},{""anonymous"":false,""inputs"":[{""indexed"":false,""name"":""amount"",""type"":""uint256""},{""indexed"":false,""name"":""when"",""type"":""uint256""}],""name"":""Unvault"",""type"":""event""},{""anonymous"":false,""inputs"":[{""indexed"":false,""name"":""target"",""type"":""address""},{""indexed"":false,""name"":""value"",""type"":""uint256""}],""name"":""Recover"",""type"":""event""},{""anonymous"":false,""inputs"":[{""indexed"":false,""name"":""from"",""type"":""address""},{""indexed"":false,""name"":""value"",""type"":""uint256""}],""name"":""Deposit"",""type"":""event""},{""anonymous"":false,""inputs"":[{""indexed"":false,""name"":""to"",""type"":""address""},{""indexed"":false,""name"":""value"",""type"":""uint256""}],""name"":""Withdraw"",""type"":""event""}]",Vault,v0.4.2-nightly.2016.9.15+commit.6a80511,0,200,000000000000000000000000a99aed422e58076c37b68e9c99427f0e000000000000000000000000000000000000000000000000000000000000000000093a80,Default,,,0,,
0x498e950892260b0e9dfd5895d7501f340e92d263,"[{""constant"":true,""inputs"":[],""name"":""refund_window_end_block"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":"""",""type"":""address""}],""name"":""balances"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""min_goal_amount"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""transfered_total"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[],""name"":""refund"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""project_wallet"",""outputs"":[{""name"":"""",""type"":""address""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[],""name"":""transfer_left_funds_to_project"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[],""name"":""transfer_funds_to_project"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""presale_start_block"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""presale_end_block"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""max_goal_amount"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""inputs"":[{""name"":""_start_block"",""type"":""uint256""},{""name"":""_end_block"",""type"":""uint256""},{""name"":""_project_wallet"",""type"":""address""}],""payable"":false,""type"":""constructor""},{""payable"":true,""type"":""fallback""}]",Presale,v0.4.6+commit.2dabbdf0,1,200,0000000000000000000000000000000000000000000000000000000000303f2b0000000000000000000000000000000000000000000000000000000000303f5e00000000000000000000000043f996926fbb1f4622c67259939462fac7735ee5,Default,,,0,,
0x4993cb95c7443bdc06155c5f5688be9d8f6999a5,"[{""constant"":true,""inputs"":[],""name"":""name"",""outputs"":[{""name"":"""",""type"":""string""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_spender"",""type"":""address""},{""name"":""_value"",""type"":""uint256""}],""name"":""approve"",""outputs"":[{""name"":""success"",""type"":""bool""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""totalSupply"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_from"",""type"":""address""},{""name"":""_to"",""type"":""address""},{""name"":""_value"",""type"":""uint256""}],""name"":""transferFrom"",""outputs"":[{""name"":""success"",""type"":""bool""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""decimals"",""outputs"":[{""name"":"""",""type"":""uint8""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""version"",""outputs"":[{""name"":"""",""type"":""string""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":""_owner"",""type"":""address""}],""name"":""balanceOf"",""outputs"":[{""name"":""balance"",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""owner"",""outputs"":[{""name"":"""",""type"":""address""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""symbol"",""outputs"":[{""name"":"""",""type"":""string""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_newOwner"",""type"":""address""}],""name"":""replaceOwner"",""outputs"":[{""name"":""success"",""type"":""bool""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_to"",""type"":""address""},{""name"":""_value"",""type"":""uint256""}],""name"":""transfer"",""outputs"":[{""name"":""success"",""type"":""bool""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_spender"",""type"":""address""},{""name"":""_value"",""type"":""uint256""},{""name"":""_extraData"",""type"":""bytes""}],""name"":""approveAndCall"",""outputs"":[{""name"":""success"",""type"":""bool""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":""_owner"",""type"":""address""},{""name"":""_spender"",""type"":""address""}],""name"":""allowance"",""outputs"":[{""name"":""remaining"",""type"":""uint256""}],""payable"":false,""type"":""function""},{""inputs"":[],""type"":""constructor""},{""anonymous"":false,""inputs"":[{""indexed"":true,""name"":""_from"",""type"":""address""},{""indexed"":true,""name"":""_to"",""type"":""address""},{""indexed"":false,""name"":""_value"",""type"":""uint256""}],""name"":""Transfer"",""type"":""event""},{""anonymous"":false,""inputs"":[{""indexed"":true,""name"":""_owner"",""type"":""address""},{""indexed"":true,""name"":""_spender"",""type"":""address""},{""indexed"":false,""name"":""_value"",""type"":""uint256""}],""name"":""Approval"",""type"":""event""},{""anonymous"":false,""inputs"":[{""indexed"":false,""name"":""_newOwner"",""type"":""address""}],""name"":""NewOwner"",""type"":""event""}]",RoundToken,v0.4.3-nightly.2016.10.15+commit.482807f6,1,200,,Default,,,0,,
0x4a56ebd89b2750bf42ddec1cd3845938983be0d2,"[{""constant"":false,""inputs"":[{""name"":""new_address"",""type"":""address""}],""name"":""upgrade"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""newOwner"",""type"":""address""}],""name"":""setOwner"",""outputs"":[{""name"":""success"",""type"":""bool""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""last_completed_migration"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_allowedAccount"",""type"":""address""}],""name"":""setAllowedAccount"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""getOwner"",""outputs"":[{""name"":"""",""type"":""address""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[],""name"":""fixBalance"",""outputs"":[{""name"":""success"",""type"":""bool""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""allowedAccount"",""outputs"":[{""name"":"""",""type"":""address""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""completed"",""type"":""uint256""}],""name"":""setCompleted"",""outputs"":[],""payable"":false,""type"":""function""},{""inputs"":[],""type"":""constructor""},{""anonymous"":false,""inputs"":[{""indexed"":true,""name"":""previousOwner"",""type"":""address""},{""indexed"":true,""name"":""newOwner"",""type"":""address""}],""name"":""LogOwnerChanged"",""type"":""event""}]",Migrations,v0.4.2+commit.af6afb04,1,200,,Default,,,0,,
0x4a7fd82c5c173be7d41541b76c43e26553b0f28b,"[{""constant"":true,""inputs"":[{""name"":"""",""type"":""address""}],""name"":""weiWantedOf"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":"""",""type"":""address""}],""name"":""tokensOfferedOf"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":"""",""type"":""address""}],""name"":""tradeActive"",""outputs"":[{""name"":"""",""type"":""bool""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":"""",""type"":""address""}],""name"":""balanceOf"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""owner"",""outputs"":[{""name"":"""",""type"":""address""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_from"",""type"":""address""}],""name"":""agreeToTrade"",""outputs"":[],""payable"":true,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_to"",""type"":""address""},{""name"":""_value"",""type"":""uint256""}],""name"":""send"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_weiWanted"",""type"":""uint256""},{""name"":""_tokensOffered"",""type"":""uint256""}],""name"":""offerTrade"",""outputs"":[],""payable"":false,""type"":""function""},{""inputs"":[],""payable"":false,""type"":""constructor""}]",testingToken,v0.4.9-nightly.2017.1.17+commit.6ecb4aa3,1,200,,Default,,,0,,bzzr://8d5b7dff378ed57b1b3096941381f78894e27bb32b416d86640f8ebc64fb5472
0x4c24fd04063e8b1c881e5ec0f46208d66d010c64,"[{""constant"":true,""inputs"":[{""name"":"""",""type"":""address""}],""name"":""weiWantedOf"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_wei"",""type"":""uint256""}],""name"":""extractWei"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":"""",""type"":""address""}],""name"":""tokensOfferedOf"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":"""",""type"":""address""}],""name"":""tradeActive"",""outputs"":[{""name"":"""",""type"":""bool""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":"""",""type"":""address""}],""name"":""balanceOf"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""bank"",""outputs"":[{""name"":"""",""type"":""address""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_from"",""type"":""address""}],""name"":""agreeToTrade"",""outputs"":[],""payable"":true,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_ethTaxRate"",""type"":""uint256""},{""name"":""_tokenTaxRate"",""type"":""uint256""}],""name"":""setTaxes"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_to"",""type"":""address""},{""name"":""_value"",""type"":""uint256""}],""name"":""send"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""ethTaxRate"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""tokenTaxRate"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_bank"",""type"":""address""}],""name"":""transferOwnership"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_weiWanted"",""type"":""uint256""},{""name"":""_tokensOffered"",""type"":""uint256""}],""name"":""offerTrade"",""outputs"":[],""payable"":false,""type"":""function""},{""inputs"":[],""payable"":false,""type"":""constructor""}]",testingToken,v0.4.8+commit.60cc1668,1,200,,Default,,,0,,bzzr://a5df9b854629ae21e7f4e14193994274ff5579b2afc83cc6e367b1abf96f1cf0
0x4c2c4511ba8f5b5f356adf7eaebce8dd2ea9a9c6,"[{""constant"":true,""inputs"":[],""name"":""showBlockmaticsCertificate"",""outputs"":[{""name"":"""",""type"":""string""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""owner"",""outputs"":[{""name"":"""",""type"":""address""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""cert"",""type"":""string""}],""name"":""publishGraduatingClass"",""outputs"":[],""payable"":false,""type"":""function""}]",BlockmaticsGraduationCertificate,v0.4.0+commit.acd334c9,1,200,,Default,,,0,,
0x4ed985e2da341e276bbf7782f2e1e30689d33c89,"[{""constant"":false,""inputs"":[{""name"":""_target"",""type"":""address""}],""name"":""removeMember"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""memberCount"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":""_target"",""type"":""address""}],""name"":""memberLevel"",""outputs"":[{""name"":"""",""type"":""uint8""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":""_target"",""type"":""address""}],""name"":""memberId"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_target"",""type"":""address""},{""name"":""info"",""type"":""bytes32""}],""name"":""setMemberInfo"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_target"",""type"":""address""},{""name"":""level"",""type"":""uint8""}],""name"":""setMemberLevel"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""owner"",""outputs"":[{""name"":"""",""type"":""address""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":""_target"",""type"":""address""}],""name"":""memberInfo"",""outputs"":[{""name"":"""",""type"":""bytes32""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":"""",""type"":""uint256""}],""name"":""memberAddress"",""outputs"":[{""name"":"""",""type"":""address""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_target"",""type"":""address""}],""name"":""addMember"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[{""name"":""_target"",""type"":""address""}],""name"":""transferOwnership"",""outputs"":[],""payable"":false,""type"":""function""},{""inputs"":[],""type"":""constructor""},{""anonymous"":false,""inputs"":[{""indexed"":true,""name"":""sender"",""type"":""address""},{""indexed"":true,""name"":""owner"",""type"":""address""}],""name"":""TransferOwnership"",""type"":""event""},{""anonymous"":false,""inputs"":[{""indexed"":true,""name"":""sender"",""type"":""address""},{""indexed"":true,""name"":""member"",""type"":""address""}],""name"":""AddMember"",""type"":""event""},{""anonymous"":false,""inputs"":[{""indexed"":true,""name"":""sender"",""type"":""address""},{""indexed"":true,""name"":""member"",""type"":""address""}],""name"":""RemoveMember"",""type"":""event""},{""anonymous"":false,""inputs"":[{""indexed"":true,""name"":""sender"",""type"":""address""},{""indexed"":true,""name"":""member"",""type"":""address""},{""indexed"":false,""name"":""level"",""type"":""uint8""}],""name"":""SetMemberLevel"",""type"":""event""},{""anonymous"":false,""inputs"":[{""indexed"":true,""name"":""sender"",""type"":""address""},{""indexed"":true,""name"":""member"",""type"":""address""},{""indexed"":false,""name"":""info"",""type"":""bytes32""}],""name"":""SetMemberInfo"",""type"":""event""}]",SpiceMembers,v0.4.4+commit.4633f3de,1,200,,Default,,,0,,
0x4f529990b7f3d1fb4152736155e431c96fd86294,"[{""constant"":true,""inputs"":[],""name"":""refund_window_end_block"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":"""",""type"":""address""}],""name"":""balances"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""min_goal_amount"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""transfered_total"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[],""name"":""refund"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""project_wallet"",""outputs"":[{""name"":"""",""type"":""address""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[],""name"":""transfer_left_funds_to_project"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[],""name"":""transfer_funds_to_project"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""presale_start_block"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""presale_end_block"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""max_goal_amount"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""inputs"":[],""payable"":false,""type"":""constructor""},{""payable"":true,""type"":""fallback""}]",Presale,v0.4.6+commit.2dabbdf0,1,200,,Default,,,0,,
0x4fd997ed7c10dbd04e95d3730cd77d79513076f2,"[{""constant"":true,""inputs"":[],""name"":""MIN_TOTAL_AMOUNT_TO_RECEIVE_ETH"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""OWNER"",""outputs"":[{""name"":"""",""type"":""address""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[],""name"":""withdrawFunds"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[{""name"":"""",""type"":""address""}],""name"":""balances"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[],""name"":""abort"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":false,""inputs"":[],""name"":""refund"",""outputs"":[],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""MIN_ACCEPTED_AMOUNT_FINNEY"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""WITHDRAWAL_END"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""total_received_amount"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""state"",""outputs"":[{""name"":"""",""type"":""string""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""MAX_TOTAL_AMOUNT_TO_RECEIVE_ETH"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""PRESALE_START"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""PRESALE_END"",""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""isAborted"",""outputs"":[{""name"":"""",""type"":""bool""}],""payable"":false,""type"":""function""},{""constant"":true,""inputs"":[],""name"":""VERSION"",""outputs"":[{""name"":"""",""type"":""string""}],""payable"":false,""type"":""function""},{""inputs"":[],""payable"":false,""type"":""constructor""},{""payable"":true,""type"":""fallback""}]",Presale,v0.4.8+commit.60cc1668,1,200,,Default,,,0,,bzzr://9ee31d8c47b8fbf824da8c216350df12d5388519451334ad5a0f0b5a1377275a
