contractAddress,Logic Contracts,Interfaces,Lines,nLines,nSLOC,Comment Lines,Complex. Score,Contracts,Libraries,Interfaces,Abstract,Public Functions,Payable Functions,External Functions,Internal Functions,Private Functions,Pure Functions,View Functions,StateVariablesTotal,PublicStateVariables,Experimental Features,Can Receive Funds,Uses Assembly,Has Destroyable Contracts,Transfers ETH,Low-Level Calls,DelegateCall,Uses Hash Functions,ECRecover,New/Create/Create2,TryCatch,Unchecked
0xa11e4ed59dc94e69612f3111942626ed513cb172,1,****,51,51,20,15,14,1,0,0,0,0,1,0,1,0,0,0,4,2,,`yes`,****,****,`yes`,****,****,`yes`,****,****,****,****
0x2972d548497286d18e92b5fa1f8f9139e5653fd2,1,****,11,11,11,****,12,1,0,0,0,1,0,0,1,0,0,0,0,0,,****,****,****,****,****,****,`yes`,****,****,****,****
0xa1fceeff3acc57d257b917e30c4df661401d6431,1,****,30,27,21,****,21,1,0,0,0,2,0,0,2,0,0,0,0,0,,****,****,****,****,****,****,`yes`,****,****,****,****
0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6,3,****,130,128,86,12,93,2,1,0,0,10,5,0,8,0,4,0,8,5,,`yes`,****,****,`yes`,`yes`,****,****,****,`yes`<br>→ `NewContract:Puppet`,****,****
0xf29ebe930a539a60279ace72c707cba851a57707,1,****,15,15,11,****,16,1,0,0,0,2,2,0,0,0,0,0,1,1,,`yes`,****,****,`yes`,`yes`,****,****,****,****,****,****
0x9d06cbafa865037a01d322d3f4222fa3e04e5488,1,****,83,83,44,20,27,1,0,0,0,0,2,0,3,0,0,0,5,5,,`yes`,****,****,`yes`,****,****,`yes`,****,****,****,****
0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87,1,****,34,25,20,****,31,1,0,0,0,4,4,0,0,0,0,0,1,1,,`yes`,****,****,`yes`,`yes`,****,****,****,****,****,****
0x7d09edb07d23acb532a82be3da5c17d9d85806b4,2,****,291,237,142,58,97,2,0,0,0,15,3,0,13,0,0,5,9,0,,`yes`,****,****,`yes`,`yes`,****,`yes`,****,****,****,****
0xf2570186500a46986f3139f65afedc2afe4f445d,1,****,14,14,10,2,10,1,0,0,0,0,0,0,1,0,0,0,1,0,,****,****,****,****,****,****,`yes`,****,****,****,****
0x4051334adc52057aca763453820cb0e045076ef3,1,****,13,13,11,****,12,1,0,0,0,1,0,0,1,0,0,0,0,0,,****,****,****,****,****,****,`yes`,****,****,****,****
0x806a6bd219f162442d992bdc4ee6eba1f2c5a707,1,****,39,30,24,****,31,1,0,0,0,4,4,0,0,0,0,0,1,1,,`yes`,****,****,`yes`,`yes`,****,****,****,****,****,****
0x741f1923974464efd0aa70e77800ba5d9ed18902,1,****,98,98,61,37,40,1,0,0,0,0,2,0,5,0,0,0,5,0,,`yes`,****,`yes`,`yes`,****,****,`yes`,****,****,****,****
0x8bb1bfdb49b4d75b2fa1291e2a897d66cc6717b3,****,****,1,1,****,****,****,0,0,0,0,0,0,0,0,0,0,0,0,0,,****,****,****,****,****,****,****,****,****,****,****
0xe09b1ab8111c2729a76f16de96bc86a7af837928,2,****,370,325,222,53,162,2,0,0,0,18,3,13,20,2,0,0,18,7,,`yes`,****,`yes`,`yes`,`yes`,****,`yes`,`yes`,****,****,****
0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839,3,****,93,74,62,1,50,3,0,0,0,6,3,0,5,0,0,0,5,2,,`yes`,****,****,`yes`,`yes`,****,`yes`,****,****,****,****
0x58058b28e7a9c49253146b1bec94cc6e733e3ca4,****,****,1,1,****,****,****,0,0,0,0,0,0,0,0,0,0,0,0,0,,****,****,****,****,****,****,****,****,****,****,****
0x94602b0e2512ddad62a935763bf1277c973b2758,1,****,57,57,37,8,31,1,0,0,0,4,2,0,4,0,0,0,5,4,,`yes`,****,`yes`,`yes`,****,****,`yes`,****,****,****,****
0x941d225236464a25eb18076df7da6a91d0f95e9e,2,****,73,63,49,****,36,2,0,0,0,5,3,0,2,0,0,0,6,3,,`yes`,****,****,`yes`,`yes`,****,****,****,****,****,****
0xbaa3de6504690efb064420d89e871c27065cdd52,2,****,35,35,29,****,41,2,0,0,0,6,4,0,2,0,0,0,3,2,,`yes`,****,****,`yes`,`yes`,****,****,****,****,****,****
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,3,****,96,77,64,1,51,3,0,0,0,7,3,0,5,0,0,0,5,2,,`yes`,****,****,`yes`,`yes`,****,`yes`,****,****,****,****
0x8fd1e427396ddb511533cf9abdbebd0a7e08da35,3,****,96,77,64,1,51,3,0,0,0,7,3,0,5,0,0,0,5,2,,`yes`,****,****,`yes`,`yes`,****,`yes`,****,****,****,****
0x4c0d948d293d3a57391ccb42a2ff9744998aa215,****,****,1,1,****,****,****,0,0,0,0,0,0,0,0,0,0,0,0,0,,****,****,****,****,****,****,****,****,****,****,****
0xcc88937f325d1c6b97da0afdbb4ca542efa70870,1,****,161,160,121,14,78,1,0,0,0,7,2,0,6,1,0,0,11,7,,`yes`,****,`yes`,`yes`,****,****,`yes`,****,****,****,****
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,1,****,16,16,14,****,15,1,0,0,0,1,0,0,1,0,0,0,2,2,,****,****,****,****,****,****,`yes`,****,****,****,****
0x958a8f594101d2c0485a52319f29b2647f2ebc06,2,****,141,134,86,25,47,2,0,0,0,2,1,0,8,0,0,0,9,9,,`yes`,****,****,`yes`,`yes`,****,`yes`,****,****,****,****
